,COLE_COD_DANE_ESTABLECIMIENTO,PUNT_GLOBAL,sociales_ciudanas_rank,c_naturales_rank,matematicas_rank,lectura_critica_rank,ingles_rank,COLE_COD_DANE_SEDE,COLE_JORNADA,COLE_MCPIO_UBICACION,COLE_DEPTO_UBICACION,COLE_GENERO,COLE_CALENDARIO,COLE_BILINGUE,COLE_CARACTER,COLE_SEDE_PRINCIPAL,COLE_AREA_UBICACION,COLE_COD_MCPIO_UBICACION,COLE_COD_DEPTO_UBICACION,Punt_lectura_critica_mean_2017,Punt_matematicas_mean_2017,Punt_c_naturales_mean_2017,Punt_sociales_ciudadanas_mean_2017,Punt_ingles_mean_2017,Punt_global_mean_2017,Punt_lectura_critica_mean_2018,Punt_matematicas_mean_2018,Punt_c_naturales_mean_2018,Punt_sociales_ciudadanas_mean_2018,Punt_ingles_mean_2018,Punt_global_mean_2018,Punt_lectura_critica_mean_2019,Punt_matematicas_mean_2019,Punt_c_naturales_mean_2019,Punt_sociales_ciudadanas_mean_2019,Punt_ingles_mean_2019,Punt_global_mean_2019,Punt_lectura_critica_mean_2020,Punt_matematicas_mean_2020,Punt_c_naturales_mean_2020,Punt_sociales_ciudadanas_mean_2020,Punt_ingles_mean_2020,Punt_global_mean_2020,Punt_lectura_critica_mean_2021,Punt_matematicas_mean_2021,Punt_c_naturales_mean_2021,Punt_sociales_ciudadanas_mean_2021,Punt_ingles_mean_2021,Punt_global_mean_2021,COLE_NOMBRE_SEDE,direccion,telefono,zona,niveles,caracter,especialidad,idiomas,correo electronico,modelos educativos,capacidades excepcionales,discapacidades,matricula contratada,estrato socio-economico
3117,368276001482,260.0,3.0,5.0,2.0,1.0,4.0,368276001482,SABATINA,FLORIDABLANCA,SANTANDER,MIXTO,A,N,ACADÉMICO,S,URBANO,68276,68,54.2,50.8,51.45,52.9,52.3,261.6,51.96774193548387,47.03225806451613,49.193548387096776,46.2258064516129,51.03225806451613,243.96774193548387,,,,,,,51.08695652173913,48.91304347826087,44.56521739130435,45.78260869565217,44.869565217391305,236.8260869565217,50.526315789473685,45.578947368421055,43.68421052631579,45.26315789473684,48.578947368421055,232.21052631578948,COLEGIO ANDALUCIA,CL 27 28 37,638 53 23,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",ACADÉMICO,ACADÉMICA,,colegioandalucia@yahoo.com,"PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL",,,NO,ESTRATO 3
3118,368276001482,260.0,3.0,5.0,2.0,1.0,4.0,368276001482,MAÑANA,FLORIDABLANCA,SANTANDER,MIXTO,A,N,ACADÉMICO,S,URBANO,68276,68,55.48275862068966,51.51724137931034,52.10344827586207,53.58620689655172,53.37931034482759,265.8965517241379,54.92307692307692,52.76923076923077,52.03846153846154,51.0,54.65384615384615,264.11538461538464,54.142857142857146,51.2,50.42857142857143,46.2,50.74285714285714,252.45714285714288,56.55172413793103,53.27586206896552,51.86206896551724,52.13793103448276,51.10344827586207,266.41379310344826,58.16666666666666,54.888888888888886,51.16666666666666,49.61111111111112,56.55555555555556,268.5,COLEGIO ANDALUCIA,CL 27 28 37,638 53 23,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",ACADÉMICO,ACADÉMICA,,colegioandalucia@yahoo.com,"PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL",,,NO,ESTRATO 3
3119,368276001504,255.0,3.0,4.0,1.0,2.0,5.0,368276001504,MAÑANA,FLORIDABLANCA,SANTANDER,MIXTO,A,N,TÉCNICO,S,URBANO,68276,68,54.375,52.9375,52.8125,50.9375,49.25,262.5,54.07142857142857,50.5,52.5,52.42857142857143,54.57142857142857,262.7142857142857,56.06666666666667,50.0,45.86666666666667,46.06666666666667,52.13333333333333,248.46666666666667,52.25,56.55,50.8,49.15,47.2,258.95,54.3448275862069,52.06896551724138,50.10344827586207,48.10344827586207,52.58620689655172,256.3103448275862,COL TEC COMERCIAL YAREGUI,KR 37 111 36,6367759,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",TÉCNICO,OTRO,,colyaregui@hotmail.com,EDUCACIÓN TRADICIONAL,,,NO,
3120,368276001547,305.0,5.0,4.0,2.0,3.0,1.0,368276001547,MAÑANA,FLORIDABLANCA,SANTANDER,MIXTO,A,,ACADÉMICO,S,URBANO,68276,68,62.75,63.3,62.35,62.8,64.5,314.6,60.578125,61.484375,57.765625,54.546875,61.296875,293.984375,61.674418604651166,64.32558139534883,59.86046511627907,58.674418604651166,64.32558139534883,306.8139534883721,64.91891891891892,65.75675675675676,63.83783783783784,62.48648648648648,63.54054054054054,320.97297297297297,64.81666666666666,63.016666666666666,60.36666666666667,58.03333333333333,67.48333333333333,310.0833333333333,CENT. EDUC.CAJASAN LAGOS,KR 8 23 15 ,6434444,URBANA,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",TÉCNICO/ACADEMICO,"COMERCIAL,ACADÉMICA",INGLÉS,rectoria.lagos@cajasan.com,"PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL",,,NO,
3121,368276001555,254.0,5.0,4.0,2.0,1.0,3.0,368276001555,MAÑANA,FLORIDABLANCA,SANTANDER,MIXTO,A,N,TÉCNICO/ACADÉMICO,S,URBANO,68276,68,55.6551724137931,51.10344827586207,51.689655172413794,50.206896551724135,54.241379310344826,261.55172413793105,57.1578947368421,55.68421052631579,52.63157894736842,54.21052631578947,56.578947368421055,275.1578947368421,52.0,47.76,47.56,43.68,53.0,240.8,52.3,53.65,49.9,46.1,49.4,252.0,57.36666666666667,54.3,52.266666666666666,54.3,59.56666666666667,274.8,COL INTEGD SAN JOSE,CL 1 3 25,6160110,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",TÉCNICO/ACADEMICO,"OTRO,INDUSTRIAL,COMERCIAL,ACADÉMICA",,contabilidadcolegiosanjose@hotmail.com,"PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL",,DISCAPACIDAD MÚLTIPLE,NO,
3122,368276001555,254.0,5.0,4.0,2.0,1.0,3.0,368276001555,SABATINA,FLORIDABLANCA,SANTANDER,MIXTO,A,N,TÉCNICO/ACADÉMICO,S,URBANO,68276,68,54.2,51.1,51.6,53.1,55.6,263.8,57.91666666666666,44.75,49.333333333333336,50.083333333333336,57.25,255.16666666666663,51.09090909090909,46.63636363636363,45.18181818181818,45.09090909090909,56.18181818181818,238.54545454545453,54.0,57.0,48.75,49.0,51.75,260.75,64.0,46.5,52.0,60.0,67.0,282.5,COL INTEGD SAN JOSE,CL 1 3 25,6160110,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",TÉCNICO/ACADEMICO,"OTRO,INDUSTRIAL,COMERCIAL,ACADÉMICA",,contabilidadcolegiosanjose@hotmail.com,"PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL",,DISCAPACIDAD MÚLTIPLE,NO,
3123,368276001563,300.0,3.0,4.0,1.0,2.0,5.0,368276001563,COMPLETA_UNICA,FLORIDABLANCA,SANTANDER,MIXTO,A,N,TÉCNICO,S,URBANO,68276,68,62.31428571428572,60.77142857142857,60.457142857142856,60.24285714285714,60.642857142857146,304.6,61.78378378378378,62.68918918918919,60.25675675675676,59.067567567567565,60.71621621621622,304.6216216216216,60.77894736842105,62.084210526315786,57.74736842105264,57.189473684210526,59.83157894736842,297.38947368421054,59.922222222222224,60.63333333333333,56.8,56.81111111111111,54.94444444444444,291.3111111111112,62.66666666666666,60.42666666666667,58.42666666666667,58.0,63.92,300.94666666666666,COL SANTA ISABEL DE HUNGRIA,CL 13 13 30 ,6391513,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",TÉCNICO,COMERCIAL,,santaisabeldehungria@hotmail.com,EDUCACIÓN TRADICIONAL,,,NO,
3124,368276001725,311.0,4.0,5.0,2.0,3.0,1.0,368276001725,COMPLETA_UNICA,FLORIDABLANCA,SANTANDER,MIXTO,A,,NO APLICA,S,URBANO,68276,68,63.833333333333336,61.333333333333336,61.333333333333336,56.333333333333336,66.5,305.6666666666667,66.07142857142857,63.85714285714285,61.71428571428572,61.35714285714285,68.14285714285714,318.0,60.75,58.875,60.75,58.75,67.625,301.75,61.84615384615385,65.46153846153847,60.46153846153846,60.92307692307692,65.15384615384616,311.9230769230769,66.85,69.7,66.15,63.85,74.6,336.3,GIMNASIO CAMPESTRE SAN PABLO,KR 25 30 91 ,6386130,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",ACADÉMICO,ACADÉMICA,,gimcolombianitos@hotmail.com,EDUCACIÓN TRADICIONAL,,DISCAPACIDAD INTELECTUAL,NO,
3125,368276002136,271.0,4.0,1.0,3.0,2.0,5.0,368276002136,COMPLETA_UNICA,FLORIDABLANCA,SANTANDER,MIXTO,A,,TÉCNICO/ACADÉMICO,S,URBANO,68276,68,59.21052631578947,55.05263157894737,54.78947368421053,53.47368421052632,48.47368421052632,275.3157894736842,56.75,57.3125,56.0,52.3125,51.9375,276.5,54.0,54.15,51.5,45.7,52.8,257.25,53.94736842105263,51.31578947368421,50.526315789473685,49.89473684210526,49.05263157894737,256.1578947368421,56.56,51.92,50.68,49.48,53.16,261.12,COLEGIO PARROQUIAL SANTA LUCIA,IND KR 39B # 151-53 BALCONES DEL ORIENTE,6192323,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",TÉCNICO/ACADEMICO,"COMERCIAL,ACADÉMICA",,academica@colegiosantalucia.edu.co,EDUCACIÓN TRADICIONAL,,,NO,
3126,368276002144,283.0,5.0,4.0,3.0,1.0,2.0,368276002144,COMPLETA_UNICA,FLORIDABLANCA,SANTANDER,MIXTO,A,,ACADÉMICO,S,RURAL,68276,68,58.5,57.333333333333336,55.083333333333336,55.333333333333336,62.083333333333336,284.8333333333333,66.0,61.0,60.25,55.25,67.5,305.75,59.142857142857146,55.57142857142857,51.285714285714285,51.0,59.42857142857143,273.2857142857143,,,,,,,62.09090909090909,61.27272727272727,57.90909090909091,58.45454545454545,67.54545454545455,302.72727272727275,GIMNASIO NUEVA INGLATERRA,CIRCUNVALAR 29 # 22-120,6390439,RURAL,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",ACADÉMICO,ACADÉMICA,,coleg.gimnasionuevainglaterra@gmail.com,EDUCACIÓN TRADICIONAL,,,NO,ESTRATO 5
3127,368276002217,313.0,4.0,5.0,3.0,2.0,1.0,368276002217,COMPLETA_UNICA,FLORIDABLANCA,SANTANDER,MIXTO,A,N,TÉCNICO,S,URBANO,68276,68,65.45454545454545,63.333333333333336,63.09090909090909,64.78787878787878,71.36363636363636,323.5757575757576,66.55,64.625,64.9,65.975,72.25,330.05,62.57446808510638,62.340425531914896,59.723404255319146,57.87234042553192,66.31914893617021,305.40425531914894,61.10169491525424,62.54237288135593,60.16949152542373,58.932203389830505,62.20338983050848,304.0508474576271,61.92105263157895,62.89473684210526,58.36842105263158,57.26315789473684,71.65789473684211,305.0,COLEGIO CAMPESTRE GOYAVIER,TV 25 1 93 ,6390690 - 6091809 - 3503065865,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",TÉCNICO,OTRO,,rectoria@colegiogoyavier.edu.co,EDUCACIÓN TRADICIONAL,,"DISCAPACIDAD INTELECTUAL,SÍNDROME DE DOWN",NO,
3128,368276002900,270.0,5.0,4.0,2.0,1.0,3.0,368276002900,MAÑANA,FLORIDABLANCA,SANTANDER,MIXTO,A,,NO APLICA,S,URBANO,68276,68,60.57142857142857,57.85714285714285,55.285714285714285,57.42857142857143,56.57142857142857,288.57142857142856,58.125,53.875,52.1875,54.3125,53.0625,272.375,55.13636363636363,55.86363636363637,52.81818181818182,48.59090909090909,58.95454545454545,267.8636363636364,52.0,52.16666666666666,50.833333333333336,49.75,52.16666666666666,256.3333333333333,59.888888888888886,56.44444444444444,55.44444444444444,53.66666666666666,64.22222222222223,284.77777777777777,COLEGIO PEDAGOGICO CAMPESTRE FLORIDABLANCA,KR 13 200 369,6799970 - 6199873,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",TÉCNICO,OTRO,,colpedagogicocampestre@hotmail.com,EDUCACIÓN TRADICIONAL,,"DISCAPACIDAD INTELECTUAL,HIPOACUSIA O BAJA AUDICIÓN",NO,
3129,368276002977,229.0,5.0,3.0,2.0,1.0,4.0,368276002977,MAÑANA,FLORIDABLANCA,SANTANDER,MIXTO,A,N,TÉCNICO,S,URBANO,68276,68,51.0,44.895833333333336,46.583333333333336,46.25,45.645833333333336,235.375,48.06818181818182,44.45454545454545,43.36363636363637,44.84090909090909,45.52272727272727,226.0909090909091,48.96296296296296,47.53703703703704,43.888888888888886,41.48148148148148,43.5925925925926,226.59259259259252,49.407407407407405,47.14814814814815,42.5925925925926,40.25925925925926,41.48148148148148,222.96296296296296,47.30769230769231,45.84615384615385,42.65384615384615,41.61538461538461,45.92307692307692,222.30769230769232,COLEGIO INTEGRADO LOS ANDES  CIANDES,CL 42 4 47,6499090 3176200702,URBANA,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",TÉCNICO,OTRO,,ciandes@hotmail.com,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,,,NO,ESTRATO 3
3130,368276002977,229.0,5.0,3.0,2.0,1.0,4.0,368276002977,SABATINA,FLORIDABLANCA,SANTANDER,MIXTO,A,N,TÉCNICO,S,URBANO,68276,68,,,,,,,,,,,,,,,,,,,51.2,47.7,45.6,47.1,43.1,237.7,49.0,47.95652173913044,43.91304347826087,40.17391304347826,45.95652173913044,226.5652173913044,COLEGIO INTEGRADO LOS ANDES  CIANDES,CL 42 4 47,6499090 3176200702,URBANA,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",TÉCNICO,OTRO,,ciandes@hotmail.com,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,,,NO,ESTRATO 3
3131,368276002977,229.0,5.0,3.0,2.0,1.0,4.0,368276002977,NOCHE,FLORIDABLANCA,SANTANDER,MIXTO,A,N,TÉCNICO,S,URBANO,68276,68,,,,,,,,,,,,,,,,,,,35.0,48.0,31.0,28.0,34.0,177.0,44.6,40.4,42.0,37.8,42.6,206.8,COLEGIO INTEGRADO LOS ANDES  CIANDES,CL 42 4 47,6499090 3176200702,URBANA,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",TÉCNICO,OTRO,,ciandes@hotmail.com,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,,,NO,ESTRATO 3
3132,368276005984,273.0,4.0,5.0,3.0,2.0,1.0,368276005984,COMPLETA_UNICA,FLORIDABLANCA,SANTANDER,MIXTO,A,N,ACADÉMICO,S,URBANO,68276,68,51.0,45.0,45.75,44.0,49.75,233.5,61.0,59.25,59.0,61.75,63.75,302.75,45.25,57.25,47.75,46.0,56.5,248.0,53.333333333333336,50.66666666666666,49.0,52.333333333333336,60.66666666666666,260.0,53.333333333333336,56.333333333333336,43.66666666666666,44.333333333333336,50.333333333333336,247.66666666666663,COL. CAMP. NUEVO FRANCIS,KR 4 0 0,6398597,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",ACADÉMICO,ACADÉMICA,INGLÉS,nuevofrancis@hotmail.com,EDUCACIÓN TRADICIONAL,,"LESIÓN NEUROMUSCULAR,PARALISIS CEREBRAL",NO,
3133,468276000359,305.5,5.0,3.0,1.0,4.0,2.0,468276000359,COMPLETA_UNICA,FLORIDABLANCA,SANTANDER,MASCULINO,A,N,ACADÉMICO,S,URBANO,68276,68,61.64705882352941,59.23529411764706,60.294117647058826,64.76470588235294,61.94117647058823,307.5882352941176,59.25,59.41666666666666,56.66666666666666,57.66666666666666,62.75,293.0,61.44444444444444,64.0,61.44444444444444,58.77777777777778,62.77777777777778,307.6666666666667,59.11111111111112,61.55555555555556,56.11111111111112,54.44444444444444,59.44444444444444,289.77777777777777,58.07692307692308,60.30769230769231,57.84615384615385,55.15384615384615,62.46153846153846,290.9230769230769,SEMINARIO CONCILIAR SAN PIO X,CL 11 8 308 ,6482604,URBANA,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",ACADÉMICO,ACADÉMICA,,semenor_bga@hotmail.com,EDUCACIÓN TRADICIONAL,,,NO,
3134,468276800037,273.0,3.0,5.0,2.0,1.0,4.0,468276800037,COMPLETA_UNICA,FLORIDABLANCA,SANTANDER,MIXTO,A,,,S,RURAL,68276,68,,,,,,,,,,,,,67.0,65.5,49.5,63.0,58.0,305.0,52.5,49.0,47.66666666666666,48.66666666666666,53.16666666666666,248.5,58.0,54.5,54.5,64.0,69.5,293.0,COLEGIO GIMNASIO ALDEBARAN,FINCA CARACOLI,6796374,RURAL,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",ACADÉMICO,ACADÉMICA,,contacto@colegioaldebaran.edu.co,EDUCACIÓN TRADICIONAL,,,NO,
3135,368307000307,238.0,5.0,4.0,3.0,1.0,2.0,368307000307,MAÑANA,GIRÓN,SANTANDER,MIXTO,A,,ACADÉMICO,S,URBANO,68307,68,50.5,45.1,48.2,45.2,48.0,236.5,52.5,53.5,51.75,49.75,53.75,260.0,47.45454545454545,47.63636363636363,43.90909090909091,36.18181818181818,46.54545454545455,220.0,57.25,53.75,50.5,52.25,55.5,268.0,54.0,50.142857142857146,49.42857142857143,44.57142857142857,51.42857142857143,248.28571428571428,COLEGIO PABLO VI,CL 45 26 39 ,646 76 04,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",ACADÉMICO,"NO APLICA,ACADÉMICA",,colegiopablovigiron@gmail.com,"PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA,EDUCACIÓN TRADICIONAL,CAFAM,SAT,SER",,,NO,
3136,368307000714,310.0,3.0,4.0,1.0,2.0,5.0,368307000714,COMPLETA_UNICA,GIRÓN,SANTANDER,MIXTO,A,N,ACADÉMICO,S,URBANO,68307,68,63.51428571428571,64.08571428571429,62.71428571428572,61.54285714285714,61.82857142857143,314.42857142857144,63.72222222222222,64.52777777777777,62.388888888888886,61.16666666666666,61.47222222222222,314.1666666666667,61.3,64.46666666666667,59.86666666666667,55.03333333333333,59.06666666666667,300.46666666666664,63.66,64.14,62.82,62.52,62.06,315.92,59.810810810810814,60.83783783783784,57.02702702702703,53.972972972972975,59.86486486486486,290.2972972972973,COLEGIO NIÑO JESUS DE PRAGA,CL 32 25 44 ,6466834                                           ,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",ACADÉMICO,ACADÉMICA,,info@colnijepra.edu.co,"ETNOEDUCACIÓN,EDUCACIÓN TRADICIONAL",,"DISCAPACIDAD VISUAL BAJA VISIÓN IRREVERSIBLE,SÍNDROME DE DOWN",NO,
3137,368307000749,286.5,3.0,4.0,5.0,1.0,2.0,368307000749,COMPLETA_UNICA,GIRÓN,SANTANDER,MIXTO,A,N,TÉCNICO/ACADÉMICO,S,URBANO,68307,68,60.80645161290322,55.64516129032258,57.935483870967744,58.32258064516129,57.29032258064516,290.48387096774195,59.22222222222222,58.27777777777778,58.16666666666666,57.55555555555556,63.888888888888886,293.69444444444446,60.11764705882353,57.97058823529412,55.35294117647059,55.64705882352941,60.02941176470589,287.44117647058823,58.93103448275862,59.62068965517241,57.44827586206897,56.172413793103445,55.93103448275862,289.4482758620689,61.333333333333336,58.36666666666667,56.63333333333333,56.53333333333333,61.7,292.46666666666664,LICEO SEÑOR DE LOS MILAGROS,CL 28 27 35,6467067                                           ,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",TÉCNICO/ACADEMICO,"OTRO,NO APLICA,COMERCIAL,ACADÉMICA",INGLÉS,colisemi@gmail.com,"ETNOEDUCACIÓN,EDUCACIÓN TRADICIONAL",,"SORDERA PROFUNDA,HIPOACUSIA O BAJA AUDICIÓN",NO,
3138,368307001257,276.5,5.0,4.0,2.0,1.0,3.0,368307001257,MAÑANA,GIRÓN,SANTANDER,MIXTO,A,,TÉCNICO/ACADÉMICO,S,URBANO,68307,68,56.90625,53.53125,54.78125,53.625,54.1875,273.34375,58.52,52.92,54.36,52.72,57.48,274.28,59.15384615384615,56.76923076923077,55.07692307692308,54.11538461538461,57.38461538461539,281.88461538461536,56.7037037037037,54.03703703703704,52.7037037037037,54.81481481481482,53.77777777777778,272.48148148148147,57.85714285714285,54.61904761904762,53.23809523809524,53.47619047619048,56.23809523809524,274.4761904761905,COLEGIO SAN JUAN BOSCO,KR 29 29 08 ,6468149,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",TÉCNICO/ACADEMICO,"COMERCIAL,ACADÉMICA",,rectoria@colegiosanjuanboscogiron.edu.co,"POST PRIMARIA,EDUCACIÓN TRADICIONAL",,,NO,
3139,368307001443,286.0,5.0,3.0,1.0,2.0,4.0,368307001443,MAÑANA,GIRÓN,SANTANDER,MIXTO,A,N,ACADÉMICO,S,URBANO,68307,68,,,,,,,,,,,,,58.58064516129032,61.193548387096776,56.12903225806452,54.74193548387097,56.03225806451613,287.7096774193548,55.0625,56.5625,51.375,52.75,49.6875,267.9375,58.64705882352941,58.61764705882353,53.38235294117647,53.70588235294117,60.11764705882353,282.0,COLEGIO SAN LUIS GONZAGA,CL 28 26 83 ,6466649                                           ,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",ACADÉMICO,"NO APLICA,ACADÉMICA",,cesanluisgonzaga@hotmail.com,"POST PRIMARIA,EDUCACIÓN TRADICIONAL",,"DISCAPACIDAD INTELECTUAL,SORDERA PROFUNDA",NO,
3140,368307001443,269.0,5.0,4.0,2.0,1.0,3.0,368307001443,MAÑANA,GIRÓN,SANTANDER,MIXTO,A,N,ACADÉMICO,S,URBANO,68307,68,,,,,,,,,,,,,58.58064516129032,61.193548387096776,56.12903225806452,54.74193548387097,56.03225806451613,287.7096774193548,55.0625,56.5625,51.375,52.75,49.6875,267.9375,58.64705882352941,58.61764705882353,53.38235294117647,53.70588235294117,60.11764705882353,282.0,COLEGIO SAN LUIS GONZAGA,CL 28 26 83 ,6466649                                           ,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",ACADÉMICO,"NO APLICA,ACADÉMICA",,cesanluisgonzaga@hotmail.com,"POST PRIMARIA,EDUCACIÓN TRADICIONAL",,"DISCAPACIDAD INTELECTUAL,SORDERA PROFUNDA",NO,
3141,368307001800,217.0,5.0,3.0,2.0,1.0,4.0,368307001800,MAÑANA,GIRÓN,SANTANDER,MIXTO,A,,ACADÉMICO,S,URBANO,68307,68,46.78260869565217,42.34782608695652,43.60869565217392,42.73913043478261,44.78260869565217,219.7391304347826,48.74193548387097,44.67741935483871,43.096774193548384,44.2258064516129,44.483870967741936,225.5806451612904,48.535714285714285,47.892857142857146,42.32142857142857,38.75,44.0,221.67857142857144,45.903225806451616,46.935483870967744,41.935483870967744,41.354838709677416,40.29032258064516,218.67741935483872,41.60869565217392,41.130434782608695,39.869565217391305,34.869565217391305,37.69565217391305,196.2608695652174,INSTITUTO DE FORMACION EDUCATIVA IFE,CL 30 24 32,6464513,URBANA,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",ACADÉMICO,ACADÉMICA,,fundacionife4@hotmail.com,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,,DISCAPACIDAD VISUAL BAJA VISIÓN IRREVERSIBLE,NO,
3142,368307001800,217.0,5.0,3.0,2.0,1.0,4.0,368307001800,SABATINA,GIRÓN,SANTANDER,MIXTO,A,,ACADÉMICO,S,URBANO,68307,68,45.05882352941177,40.35294117647059,41.76470588235294,39.35294117647059,40.52941176470589,207.7058823529412,44.333333333333336,43.0,41.333333333333336,36.0,41.0,205.66666666666663,47.91666666666666,47.91666666666666,43.16666666666666,38.16666666666666,40.75,220.0,46.46153846153846,47.69230769230769,39.69230769230769,41.61538461538461,41.61538461538461,218.53846153846155,52.3125,46.75,46.3125,44.9375,45.9375,237.25,INSTITUTO DE FORMACION EDUCATIVA IFE,CL 30 24 32,6464513,URBANA,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",ACADÉMICO,ACADÉMICA,,fundacionife4@hotmail.com,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,,DISCAPACIDAD VISUAL BAJA VISIÓN IRREVERSIBLE,NO,
3143,368307001842,326.0,3.0,4.0,1.0,2.0,5.0,368307001842,MAÑANA,GIRÓN,SANTANDER,MIXTO,A,N,ACADÉMICO,S,URBANO,68307,68,69.77777777777777,67.55555555555556,64.72222222222223,67.16666666666667,67.05555555555556,336.3888888888889,66.71428571428571,67.19047619047619,66.52380952380952,66.0,64.61904761904762,332.2857142857143,66.87878787878788,67.78787878787878,64.48484848484848,62.03030303030303,61.96969696969697,325.2121212121212,64.28571428571429,67.14285714285714,61.892857142857146,60.10714285714285,59.21428571428572,315.2857142857143,66.41935483870968,67.19354838709677,64.61290322580645,61.16129032258065,65.64516129032258,324.5806451612903,INSTITUCION EDUCATIVA GIMNASIO PIAGETANO,CL 105 12 74,6374446,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",ACADÉMICO,"NO APLICA,ACADÉMICA",,gimnasiopiagetano@hotmail.com,EDUCACIÓN TRADICIONAL,,,NO,
3144,368307001966,236.0,5.0,3.0,2.0,1.0,4.0,368307001966,COMPLETA_UNICA,GIRÓN,SANTANDER,MIXTO,A,N,ACADÉMICO,S,URBANO,68307,68,52.28125,48.875,49.71875,46.625,47.3125,246.15625,50.16,46.32,46.16,44.5,47.82,234.28,50.755102040816325,49.04081632653061,44.775510204081634,43.24489795918368,46.285714285714285,234.55102040816325,42.0,39.0,39.0,36.0,48.0,198.0,55.61538461538461,52.53846153846154,54.15384615384615,50.15384615384615,46.84615384615385,263.15384615384613,I.E. COLEGIO LA RIOJA DE GIRÓN,CL 29 A 29 A 01 ,6466900,URBANA,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",ACADÉMICO,ACADÉMICA,,riojagiron@hotmail.com,"PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL",,,NO,
3145,368307001966,236.0,5.0,3.0,2.0,1.0,4.0,368307001966,COMPLETA_UNICA,GIRÓN,SANTANDER,MIXTO,A,N,ACADÉMICO,S,URBANO,68307,68,,,,,,,,,,,,,,,,,,,52.86206896551724,48.55172413793103,48.241379310344826,48.206896551724135,46.13793103448276,246.1034482758621,51.5,44.5,45.5,42.0,46.5,229.5,I.E. COLEGIO LA RIOJA DE GIRÓN,CL 29 A 29 A 01 ,6466900,URBANA,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",ACADÉMICO,ACADÉMICA,,riojagiron@hotmail.com,"PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL",,,NO,
